-8.952127058962558448e-02,1.193879304942144781e-01,-4.392066487767294913e-01,-2.044174515438815787e-01,2.916405800894306122e-01,1.511920881468519114e-02,2.651586772146001802e-01,-3.164409721328995673e-01,-1.814480238199589479e-01,1.546078146361877688e-03,4.956458824427857901e-01,-2.311741681207899954e-02,2.572554642791224921e-02,1.179295500412598924e-01,-4.987583539871397464e-01,1.883289959901674609e-02,-4.189337237722016716e-01,4.138789356233248395e-01
3.129319554458760977e-01,4.869739128950607010e-01,1.954637311097185415e-01,-2.243933508653327691e-01,1.122718570577990044e-01,-3.432186758384325187e-01,1.499431713988284010e-01,2.017377442987008246e-02,5.130066167491222906e-01,1.264890001326982594e-01,-3.412277893604963586e-01,-3.419922992908816517e-01,-5.530426373497586423e-02,1.043455321991300921e-01,-6.137604908297813466e-01,-1.355420811894129662e-01,-1.888671291079213055e-01,-1.969658641054982950e-01
-1.560113608027240487e-02,-3.606576794058712898e-01,-4.650314058858534549e-01,-2.042045838881482722e-01,9.305187908895505566e-02,-4.206437045332295788e-01,-1.754042785757522760e-01,-1.056465670156049030e-01,-3.874069699637647801e-01,3.304273730647521723e-01,-3.546749641747662385e-01,3.920491548096832202e-01,1.587531177394599091e-01,-4.437066146455309612e-01,9.995872963053485660e-02,2.050153136269405596e-01,-1.520572413690684521e-01,-2.885975142170824070e-01
-4.493635817640975749e-01,-2.955043007946947520e-01,-2.111409644470953750e-01,3.762526937826643492e-01,-1.674080540049444621e-01,-1.894730466852481143e-01,-1.822661534824050744e-01,-7.428865816883559181e-02,3.970169247393671719e-01,-1.187164450062350857e-01,2.562574856857498529e-01,-1.821852263204497002e-01,4.062714814199417379e-01,-4.246739751354612347e-01,1.175059902513988230e-01,4.716274458154553484e-01,-1.113781014127358110e-02,-5.096319377781589610e-01
3.519878828938727833e-01,3.437819478626827907e-01,-4.050474293170534534e-01,-4.085396040659590722e-01,2.097175187964594734e-01,3.465945180329333963e-01,-4.249279428110839807e-01,-3.366286032511497939e-01,-9.203499084809309283e-03,2.324250161433827344e-01,2.069570831412335388e-01,3.682618154734378368e-01,2.616790239191225109e-01,2.557138913346174852e-02,8.651984512766484892e-02,-2.542032450281988057e-02,3.581800358065745926e-01,-2.697073147174009478e-01
-1.396458660705078292e-01,-4.892415221762924649e-01,5.112700444279001666e-02,-3.628254496166476994e-01,1.340805468578386561e-01,-6.789039943544356547e-03,1.214899788586203955e-01,6.279486056435711061e-02,1.991976438048662923e-01,-3.070342579043654485e-01,4.689039597431210460e-01,-2.263101419074433351e-01,4.760860243803539116e-01,-2.698606537374881320e-01,3.203963222251702825e-01,4.289183393307306469e-01,1.056299750686176403e-01,3.988712251864076075e-01
5.318545037127470065e-01,3.349535887307820703e-01,3.743551912961362027e-01,-1.808838861879944471e-01,-3.603804202218326980e-01,-2.230005745970383910e-02,6.422782219348452393e-02,-2.601828790314910170e-02,2.791589639281226165e-01,-2.604226144145221356e-01,3.671202111214805219e-01,-2.239249282341603253e-01,-3.610992100468729538e-01,2.321878966606550493e-02,3.661363014017156581e-01,2.544935193440766019e-01,-3.563566485773945747e-01,-2.093507351017049600e-01
-1.086404877633150717e-01,2.533971412996767758e-01,9.298902802359530761e-02,-2.948202878953554706e-01,-3.271866085684668191e-01,3.137784709058740740e-01,-3.677530778102012787e-01,6.892275627834905383e-02,-3.241912654314512698e-01,1.048509069487377383e-02,-3.533473033044615685e-01,4.555297068314501097e-01,-1.146286198640135007e-01,2.342588475969296369e-01,-3.600414649061004502e-01,-1.529664685229034649e-01,-3.700993274098715036e-01,1.730857370190976574e-01
2.947293088733289254e-02,4.113855118891098783e-01,3.777509951484156470e-01,-3.505143067606384388e-01,-2.055034887548200240e-01,-4.083110395799905978e-01,6.540170093799745066e-02,-2.824950572017487227e-01,-3.344115706860500414e-01,2.951269342122119221e-01,-1.762497034328047996e-01,-2.139454177573004157e-01,5.440422107210524105e-02,-4.916762709307017643e-01,1.284634314750327244e-01,3.720777951928280758e-01,3.311629297480256362e-01,-4.454678857336762388e-01
-5.025441192972521787e-01,1.733348445598818510e-01,3.615640222142211813e-01,-5.559538955908485125e-01,8.301636818549074093e-02,3.778097429506495075e-01,4.003057586259630707e-01,1.821799206230217127e-01,-9.443792610321034842e-02,1.125153842256227804e-01,-3.838156416996528764e-01,-3.629794523287941943e-01,2.201098853431923963e-01,-2.637716296016763828e-01,-5.602131798461380541e-01,2.738749210627038910e-01,6.557585616347381963e-02,3.923368371122337717e-01
